turker    	 adjective     	 response 	 mean  	 onestdev 	 respdev          	 had_negative     logrespdev
T_6363927 	 nominal       	 2200     	 2080  	 440      	 0.2727272727        noNeg            -1.29928298423026
T_1624020 	 nominal       	 6640     	 6610  	 260      	 0.1153846154        noNeg            -2.15948424922004
T_3134710 	 nominal       	 1570     	 1520  	 45       	 1.111111111         noNeg            0.105360515557827
T_3796733 	 nominal       	 7900     	 7850  	 130      	 0.3846153846        noNeg            -0.955511445067436
T_8198894 	 nominal       	 720      	 660   	 140      	 0.4285714286        noNeg            -0.847297860320536
T_3479305 	 nominal       	 3850     	 3770  	 85       	 0.9411764706        noNeg            -0.0606246218039346
T_5617971 	 nominal       	 1725     	 1720  	 375      	 0.01333333333       noNeg            -4.31748811378629
T_9210712 	 nominal       	 6030     	 6010  	 450      	 0.04444444444       noNeg            -3.11351530931037
T_2831028 	 nominal       	 10050    	 10040 	 435      	 0.02298850575       noNeg            -3.77276093796963
T_9163086 	 nominal       	 9700     	 9650  	 160      	 0.3125              noNeg            -1.16315080980568
T_4876852 	 nominal       	 4600     	 4410  	 460      	 0.4130434783        noNeg            -0.884202417227917
T_2341603 	 nominal       	 6700     	 6650  	 35       	 1.428571429         noNeg            0.356674944238733
T_6678527 	 nominal       	 5800     	 5780  	 435      	 0.04597701149       noNeg            -3.07961375762719
T_8268152 	 nominal       	 10000    	 9980  	 495      	 0.0404040404        noNeg            -3.20882548911469
T_8297042 	 nominal       	 1570     	 1560  	 45       	 0.2222222222        noNeg            -1.50407739687627
T_2942381 	 nominal       	 2850     	 2800  	 210      	 0.2380952381        noNeg            -1.43508452526932
T_7187565 	 nominal       	 7990     	 7950  	 105      	 0.380952381         noNeg            -0.965080895918586
T_5641237 	 nominal       	 2900     	 2850  	 440      	 0.1136363636        noNeg            -2.17475172180416
T_296336  	 nominal       	 4240     	 4040  	 445      	 0.4494382022        noNeg            -0.799756915723203
T_4839933 	 nominal       	 4925     	 4850  	 310      	 0.2419354839        noNeg            -1.41908418382288
T_1875806 	 nominal       	 10200    	 10140 	 140      	 0.4285714286        noNeg            -0.847297860320536
T_5926416 	 nominal       	 7500     	 7410  	 375      	 0.24                noNeg            -1.42711635564014
T_1017006 	 nominal       	 5200     	 5140  	 105      	 0.5714285714        noNeg            -0.559615787985422
T_5355723 	 nominal       	 2700     	 2590  	 380      	 0.2894736842        noNeg            -1.23969088696438
T_7611233 	 nominal       	 5800     	 5600  	 320      	 0.625               noNeg            -0.470003629245735
T_1246008 	 nominal       	 5250     	 5070  	 200      	 0.9                 noNeg            -0.105360515657826
T_190825  	 nominal       	 3590     	 3490  	 130      	 0.7692307692        noNeg            -0.262364264507491
T_6688173 	 nominal       	 5840     	 5270  	 455      	 1.252747253         noNeg            0.2253389420794
T_5502786 	 nominal       	 9580     	 9450  	 325      	 0.4                 noNeg            -0.916290731874154
T_1266716 	 nominal       	 10100    	 10000 	 135      	 0.7407407407        noNeg            -0.300104592505338
T_1543323 	 nominal       	 3500     	 3360  	 165      	 0.8484848485        noNeg            -0.164303051273419
T_217164  	 nominal       	 850      	 790   	 175      	 0.3428571429        noNeg            -1.07044141157641
T_7123837 	 nominal       	 6450     	 6410  	 85       	 0.4705882353        noNeg            -0.75377180236388
T_35103   	 nominal       	 5960     	 5940  	 390      	 0.05128205128       noNeg            -2.9704144656097
T_3728488 	 nominal       	 6800     	 6720  	 465      	 0.1720430108        noNeg            -1.76001077063847
T_1651081 	 nominal       	 6800     	 6690  	 105      	 1.047619048         noNeg            0.0465200159985295
T_4291661 	 nominal       	 2990     	 2980  	 240      	 0.04166666667       noNeg            -3.17805383026794
T_4972816 	 nominal       	 1130     	 1110  	 420      	 0.04761904762       noNeg            -3.04452243770342
T_9729131 	 nominal       	 8800     	 8550  	 270      	 0.9259259259        noNeg            -0.0769610411641281
T_1938066 	 nominal       	 7175     	 7170  	 205      	 0.0243902439        noNeg            -3.7135720668043
T_5564499 	 nominal       	 9960     	 9950  	 80       	 0.125               noNeg            -2.07944154167983
T_1238792 	 short         	 7545     	 7450  	 455      	 0.2087912088        noNeg            -1.5664205273083
T_621983  	 short         	 8230     	 8210  	 425      	 0.04705882353       noNeg            -3.05635689535792
T_3624973 	 short         	 9900     	 9870  	 360      	 0.08333333333       noNeg            -2.484906649828
T_2368956 	 short         	 1313     	 1210  	 420      	 0.2452380952        noNeg            -1.40552572320312
T_5854757 	 short         	 870      	 850   	 135      	 0.1481481481        noNeg            -1.90954250520944
T_4682637 	 short         	 8600     	 8590  	 15       	 0.6666666667        noNeg            -0.405465108058164
T_3544269 	 short         	 9700     	 9670  	 480      	 0.0625              noNeg            -2.77258872223978
T_5459593 	 short         	 8375     	 8330  	 105      	 0.4285714286        noNeg            -0.847297860320536
T_7705264 	 short         	 930      	 910   	 70       	 0.2857142857        noNeg            -1.25276296854537
T_3994527 	 short         	 1100     	 1070  	 365      	 0.08219178082       noNeg            -2.49869997194367
T_3763252 	 short         	 7220     	 7140  	 190      	 0.4210526316        noNeg            -0.864997437436604
T_9935785 	 short         	 10025    	 10020 	 45       	 0.1111111111        noNeg            -2.19722457743622
T_1297611 	 short         	 3382     	 3370  	 275      	 0.04363636364       noNeg            -3.13186444779523
T_7996160 	 short         	 7470     	 7440  	 440      	 0.06818181818       noNeg            -2.68557734527681
T_9417467 	 short         	 9250     	 9170  	 435      	 0.183908046         noNeg            -1.6933193962898
T_4520178 	 short         	 1200     	 1160  	 100      	 0.4                 noNeg            -0.916290731874154
T_5232774 	 short         	 1855     	 1810  	 280      	 0.1607142857        noNeg            -1.82812711348782
T_1501401 	 short         	 3650     	 3630  	 80       	 0.25                noNeg            -1.38629436111989
T_2055893 	 short         	 5000     	 4890  	 145      	 0.7586206897        noNeg            -0.276253376569067
T_4527203 	 short         	 7450     	 7430  	 245      	 0.08163265306       noNeg            -2.50552593700573
T_6695238 	 short         	 8950     	 8910  	 220      	 0.1818181818        noNeg            -1.70474809233842
T_9567219 	 short         	 5500     	 5300  	 345      	 0.5797101449        noNeg            -0.545227050530823
T_8498159 	 short         	 4080     	 4070  	 290      	 0.03448275862       noNeg            -3.36729583000647
T_6294732 	 short         	 7975     	 7950  	 125      	 0.2                 noNeg            -1.6094379124341
T_6126585 	 short         	 2985     	 2920  	 115      	 0.5652173913        noNeg            -0.570544858475305
T_7086885 	 short         	 1600     	 1570  	 240      	 0.125               noNeg            -2.07944154167983
T_930910  	 short         	 8795     	 8780  	 35       	 0.4285714286        noNeg            -0.847297860320536
T_6680776 	 short         	 9150     	 9100  	 165      	 0.303030303         noNeg            -1.19392246857243
T_6792825 	 short         	 3290     	 3270  	 475      	 0.04210526316       noNeg            -3.16758253043065
T_7814100 	 short         	 1990     	 1980  	 40       	 0.25                noNeg            -1.38629436111989
T_2824282 	 short         	 9650     	 9570  	 155      	 0.5161290323        noNeg            -0.661398482164115
T_2607032 	 short         	 5830     	 5770  	 230      	 0.2608695652        noNeg            -1.34373474676776
T_7662548 	 short         	 9699     	 9690  	 415      	 0.02168674699       noNeg            -3.83105394280002
T_9438555 	 short         	 6300     	 6210  	 225      	 0.4                 noNeg            -0.916290731874154
T_9295728 	 short         	 8975     	 8940  	 170      	 0.2058823529        noNeg            -1.58045037576085
T_7641917 	 short         	 7700     	 7610  	 130      	 0.6923076923        noNeg            -0.367724780136428
T_5422152 	 short         	 350      	 330   	 60       	 0.3333333333        noNeg            -1.09861228876811
T_3529145 	 short         	 8300     	 8180  	 475      	 0.2526315789        noNeg            -1.37582306144009
T_4393712 	 consistent    	 3850     	 3750  	 390      	 0.2564102564        noNeg            -1.3609765531756
T_4290470 	 consistent    	 2860     	 2760  	 255      	 0.3921568627        noNeg            -0.936093359285334
T_7800783 	 consistent    	 2800     	 2440  	 380      	 0.9473684211        noNeg            -0.0540672212202756
T_2142702 	 consistent    	 7500     	 7000  	 475      	 1.052631579         noNeg            0.0512932944375508
T_9020567 	 consistent    	 4400     	 4300  	 55       	 1.818181818         noNeg            0.597837000655621
T_7579813 	 consistent    	 6860     	 6840  	 285      	 0.0701754386        noNeg            -2.65675690666466
T_9988687 	 consistent    	 7700     	 7570  	 295      	 0.4406779661        noNeg            -0.819440905888083
T_7123947 	 consistent    	 8800     	 8400  	 395      	 1.012658228         noNeg            0.0125787823568604
T_1929882 	 consistent    	 5300     	 5220  	 50       	 1.6                 noNeg            0.470003629245736
T_8660769 	 consistent    	 4000     	 3770  	 480      	 0.4791666667        noNeg            -0.735706794909176
T_6517834 	 consistent    	 8150     	 8100  	 380      	 0.1315789474        noNeg            -2.02814824705228
T_4562535 	 consistent    	 8900     	 8230  	 335      	 2                   noNeg            0.693147180559945
T_7491533 	 consistent    	 7190     	 7090  	 335      	 0.2985074627        noNeg            -1.20896034579197
T_3000137 	 consistent    	 5600     	 5550  	 410      	 0.1219512195        noNeg            -2.10413415437021
T_1878803 	 consistent    	 8900     	 8730  	 195      	 0.8717948718        noNeg            -0.137201121507602
T_2656155 	 consistent    	 1860     	 1840  	 445      	 0.04494382022       noNeg            -3.10234200871724
T_4949431 	 consistent    	 10660    	 10160 	 310      	 1.612903226         noNeg            0.478035801063
T_2084827 	 consistent    	 6530     	 6430  	 450      	 0.2222222222        noNeg            -1.50407739687627
T_9125645 	 consistent    	 4220     	 4180  	 430      	 0.09302325581       noNeg            -2.37490575461617
T_8096400 	 consistent    	 4850     	 4800  	 45       	 1.111111111         noNeg            0.105360515557827
T_9214522 	 consistent    	 3600     	 3550  	 115      	 0.4347826087        noNeg            -0.832909122925103
T_685489  	 consistent    	 7160     	 7130  	 15       	 2                   noNeg            0.693147180559945
T_6295475 	 consistent    	 4700     	 4300  	 325      	 1.230769231         noNeg            0.207639364965745
T_7784562 	 consistent    	 8930     	 8920  	 50       	 0.2                 noNeg            -1.6094379124341
T_8547399 	 consistent    	 6700     	 6490  	 390      	 0.5384615385        noNeg            -0.619039208334794
T_2878766 	 consistent    	 5750     	 5510  	 420      	 0.5714285714        noNeg            -0.559615787985422
T_1229446 	 consistent    	 11100    	 10780 	 430      	 0.7441860465        noNeg            -0.295464212909461
T_5876294 	 consistent    	 7050     	 7000  	 80       	 0.625               noNeg            -0.470003629245735
T_7751708 	 consistent    	 10800    	 10730 	 430      	 0.1627906977        noNeg            -1.81528996648111
T_4921955 	 consistent    	 1490     	 1410  	 85       	 0.9411764706        noNeg            -0.0606246218039346
T_5041108 	 consistent    	 6850     	 6700  	 360      	 0.4166666667        noNeg            -0.875468737273899
T_322226  	 consistent    	 9305     	 9140  	 375      	 0.44                noNeg            -0.82098055206983
T_951637  	 consistent    	 2000     	 1870  	 290      	 0.4482758621        noNeg            -0.802346472455706
T_2872004 	 consistent    	 6370     	 6120  	 335      	 0.7462686567        noNeg            -0.29266961398482
T_8731071 	 consistent    	 4500     	 4270  	 280      	 0.8214285714        noNeg            -0.196710294280837
T_723482  	 consistent    	 7000     	 6920  	 260      	 0.3076923077        noNeg            -1.17865499631665
T_3392083 	 consistent    	 2600     	 2510  	 140      	 0.6428571429        noNeg            -0.441832752212372
T_8040065 	 consistent    	 7200     	 7090  	 160      	 0.6875              noNeg            -0.37469344944141
T_2162627 	 consistent    	 630      	 620   	 5        	 2                   noNeg            0.693147180559945
T_5828551 	 consistent    	 6020     	 5900  	 60       	 2                   noNeg            0.693147180559945
T_4411108 	 consistent    	 6800     	 6620  	 205      	 0.8780487805        noNeg            -0.130053128234309
T_6607470 	 consistent    	 7324     	 7150  	 220      	 0.7909090909        noNeg            -0.234572247149327
T_3722440 	 consistent    	 8300     	 8080  	 230      	 0.9565217391        noNeg            -0.0444517626026517
T_3120457 	 consistent    	 3900     	 3840  	 225      	 0.2666666667        noNeg            -1.32175583985732
T_8249180 	 consistent    	 5750     	 5530  	 185      	 1.189189189         noNeg            0.173271721114946
T_1871191 	 consistent    	 9450     	 9340  	 255      	 0.431372549         noNeg            -0.840783179411464
T_6363927 	 mild          	 8920     	 8820  	 315      	 0.3174603175        noNeg            -1.14740245271254
T_1624020 	 mild          	 2160     	 2090  	 460      	 0.152173913         noNeg            -1.88273124771949
T_3134710 	 mild          	 2710     	 2640  	 195      	 0.358974359         noNeg            -1.02450431644296
T_3796733 	 mild          	 9700     	 9610  	 150      	 0.6                 noNeg            -0.51082562376599
T_8198894 	 mild          	 4000     	 3960  	 460      	 0.08695652174       noNeg            -2.4423470353592
T_3479305 	 mild          	 2900     	 2810  	 330      	 0.2727272727        noNeg            -1.29928298423026
T_5617971 	 mild          	 1386     	 1380  	 60       	 0.1                 noNeg            -2.30258509299404
T_9210712 	 mild          	 6835     	 6830  	 25       	 0.2                 noNeg            -1.6094379124341
T_2831028 	 mild          	 5270     	 5250  	 320      	 0.0625              noNeg            -2.77258872223978
T_9163086 	 mild          	 9600     	 9500  	 260      	 0.3846153846        noNeg            -0.955511445067436
T_4876852 	 mild          	 5800     	 5620  	 420      	 0.4285714286        noNeg            -0.847297860320536
T_2341603 	 mild          	 3100     	 3040  	 355      	 0.1690140845        noNeg            -1.77777322729498
T_6678527 	 mild          	 9125     	 9050  	 195      	 0.3846153846        noNeg            -0.955511445067436
T_8268152 	 mild          	 10250    	 10190 	 260      	 0.2307692308        noNeg            -1.46633706866009
T_8297042 	 mild          	 8650     	 8570  	 365      	 0.2191780822        noNeg            -1.51787071887111
T_2942381 	 mild          	 6080     	 6020  	 210      	 0.2857142857        noNeg            -1.25276296854537
T_7187565 	 mild          	 5640     	 5610  	 310      	 0.09677419355       noNeg            -2.33537491580037
T_296336  	 mild          	 1860     	 1820  	 410      	 0.09756097561       noNeg            -2.32727770558191
T_4839933 	 mild          	 1670     	 1600  	 435      	 0.1609195402        noNeg            -1.82685078922504
T_1875806 	 mild          	 5700     	 5670  	 380      	 0.07894736842       noNeg            -2.53897387107161
T_5926416 	 mild          	 750      	 740   	 260      	 0.03846153846       noNeg            -3.25809653806148
T_1017006 	 mild          	 900      	 840   	 270      	 0.2222222222        noNeg            -1.50407739687627
T_5355723 	 mild          	 625      	 590   	 155      	 0.2258064516        noNeg            -1.48807705548697
T_7611233 	 mild          	 9500     	 9360  	 430      	 0.3255813953        noNeg            -1.1221427862283
T_1246008 	 mild          	 2298     	 2280  	 430      	 0.04186046512       noNeg            -3.17341345070255
T_190825  	 mild          	 9995     	 9990  	 235      	 0.02127659574       noNeg            -3.85014760193005
T_6688173 	 mild          	 1298     	 1230  	 95       	 0.7157894737        noNeg            -0.334369186402375
T_5502786 	 mild          	 4910     	 4890  	 260      	 0.07692307692       noNeg            -2.56494935750153
T_1266716 	 mild          	 3600     	 3560  	 140      	 0.2857142857        noNeg            -1.25276296854537
T_1543323 	 mild          	 4900     	 4810  	 120      	 0.75                noNeg            -0.287682072451781
T_3884816 	 mild          	 1900     	 1870  	 100      	 0.3                 noNeg            -1.20397280432594
T_7123837 	 mild          	 6900     	 6840  	 220      	 0.2727272727        noNeg            -1.29928298423026
T_3728488 	 mild          	 3650     	 3630  	 70       	 0.2857142857        noNeg            -1.25276296854537
T_1651081 	 mild          	 2500     	 2310  	 285      	 0.6666666667        noNeg            -0.405465108058164
T_4291661 	 mild          	 6990     	 6940  	 175      	 0.2857142857        noNeg            -1.25276296854537
T_4972816 	 mild          	 1500     	 1440  	 385      	 0.1558441558        noNeg            -1.85889877234902
T_9729131 	 mild          	 6300     	 6160  	 265      	 0.5283018868        noNeg            -0.638087403362632
T_1938066 	 mild          	 7918     	 7910  	 65       	 0.1230769231        noNeg            -2.0949457280283
T_5925306 	 mild          	 4325     	 4300  	 420      	 0.05952380952       noNeg            -2.82137888647321
T_5485536 	 mild          	 5344     	 5330  	 295      	 0.04745762712       noNeg            -3.04791802669599
T_8244591 	 mild          	 2900     	 2740  	 200      	 0.8                 noNeg            -0.223143551314209
T_1624020 	 micro         	 2320     	 2300  	 440      	 0.04545454545       noNeg            -3.09104245345831
T_3134710 	 micro         	 3620     	 3610  	 450      	 0.02222222222       noNeg            -3.80666248987031
T_3796733 	 micro         	 9872     	 9870  	 60       	 0.03333333333       noNeg            -3.40119738176215
T_8198894 	 micro         	 5060     	 5050  	 310      	 0.03225806452       noNeg            -3.43398720436514
T_3479305 	 micro         	 2440     	 2430  	 360      	 0.02777777778       noNeg            -3.5835189383761
T_5617971 	 micro         	 3531     	 3530  	 300      	 0.003333333333      noNeg 	 3        -5.70378247475613
T_9210712 	 micro         	 4932     	 4930  	 190      	 0.01052631579       noNeg            -4.55387689155052
T_2831028 	 micro         	 5775     	 5770  	 240      	 0.02083333333       noNeg            -3.87120101106788
T_9163086 	 micro         	 815      	 810   	 135      	 0.03703703704       noNeg            -3.29583686592432
T_4876852 	 micro         	 3850     	 3820  	 430      	 0.06976744186       noNeg            -2.66258782703212
T_2341603 	 micro         	 2230     	 2220  	 190      	 0.05263157895       noNeg            -2.94443897911644
T_6678527 	 micro         	 2605     	 2600  	 450      	 0.01111111111       noNeg            -4.49980967043025
T_8268152 	 micro         	 4115     	 4110  	 180      	 0.02777777778       noNeg            -3.5835189383761
T_8297042 	 micro         	 5400     	 5390  	 365      	 0.02739726027       noNeg            -3.59731226073344
T_2942381 	 micro         	 7555     	 7550  	 475      	 0.01052631579       noNeg            -4.55387689155052
T_7187565 	 micro         	 1925     	 1920  	 305      	 0.01639344262       noNeg            -4.1108738643533
T_296336  	 micro         	 2232     	 2230  	 365      	 0.005479452055      noNeg 	 5        -5.20675017298501
T_1875806 	 micro         	 3980     	 3970  	 115      	 0.08695652174       noNeg            -2.4423470353592
T_1017006 	 micro         	 1850     	 1830  	 300      	 0.06666666667       noNeg            -2.70805020105221
T_5355723 	 micro         	 9050     	 9040  	 135      	 0.07407407407       noNeg            -2.60268968549938
T_7611233 	 micro         	 10350    	 10330 	 410      	 0.0487804878        noNeg            -3.02042488624436
T_1246008 	 micro         	 8400     	 8390  	 375      	 0.02666666667       noNeg            -3.62434093285136
T_190825  	 micro         	 10190    	 10180 	 320      	 0.03125             noNeg            -3.46573590279972
T_6688173 	 micro         	 1275     	 1270  	 475      	 0.01052631579       noNeg            -4.55387689155052
T_5502786 	 micro         	 8792     	 8790  	 20       	 0.1                 noNeg            -2.30258509299404
T_1266716 	 micro         	 5135     	 5130  	 210      	 0.02380952381       noNeg            -3.73766961826336
T_1543323 	 micro         	 1734     	 1730  	 265      	 0.01509433962       noNeg            -4.19343546504132
T_3884816 	 micro         	 9150     	 9130  	 455      	 0.04395604396       noNeg            -3.12456514530695
T_7123837 	 micro         	 4353     	 4350  	 70       	 0.04285714286       noNeg            -3.14988295331458
T_35103   	 micro         	 6745     	 6740  	 260      	 0.01923076923       noNeg            -3.95124371862142
T_4972816 	 micro         	 4721     	 4720  	 425      	 0.002352941176      noNeg 	 6        -6.05208916912432
T_1938066 	 micro         	 6982     	 6980  	 80       	 0.025               noNeg            -3.68887945411393
T_5564499 	 micro         	 3032     	 3030  	 180      	 0.01111111111       noNeg            -4.49980967043025
T_5485536 	 micro         	 6381     	 6380  	 30       	 0.03333333333       noNeg            -3.40119738176215
T_8244591 	 micro         	 3195     	 3190  	 90       	 0.05555555556       noNeg            -2.89037175781616
T_4393712 	 marginal      	 4450     	 4330  	 410      	 0.2926829268        noNeg            -1.22866541701631
T_4290470 	 marginal      	 690      	 670   	 255      	 0.07843137255       noNeg            -2.54553127159193
T_7800783 	 marginal      	 9675     	 9550  	 305      	 0.4098360656        noNeg            -0.89199803924111
T_2142702 	 marginal      	 5800     	 5750  	 235      	 0.2127659574        noNeg            -1.54756250893601
T_9020567 	 marginal      	 2000     	 1950  	 190      	 0.2631578947        noNeg            -1.33500106687234
T_7579813 	 marginal      	 8160     	 8110  	 85       	 0.5882352941        noNeg            -0.53062825109217
T_9988687 	 marginal      	 1510     	 1500  	 105      	 0.09523809524       noNeg            -2.35137525714348
T_7123947 	 marginal      	 7600     	 7480  	 435      	 0.275862069         noNeg            -1.28785428818164
T_1929882 	 marginal      	 3980     	 3910  	 220      	 0.3181818182        noNeg            -1.14513230424586
T_8660769 	 marginal      	 9200     	 9070  	 355      	 0.3661971831        noNeg            -1.00458333901599
T_6517834 	 marginal      	 6150     	 6140  	 50       	 0.2                 noNeg            -1.6094379124341
T_4562535 	 marginal      	 2900     	 2860  	 40       	 1                   noNeg            2.22044604925031e-16
T_7491533 	 marginal      	 1970     	 1950  	 170      	 0.1176470588        noNeg            -2.14006616369627
T_3000137 	 marginal      	 3810     	 3790  	 60       	 0.3333333333        noNeg            -1.09861228876811
T_1878803 	 marginal      	 9970     	 9930  	 110      	 0.3636363636        noNeg            -1.01160091177848
T_2656155 	 marginal      	 1736     	 1730  	 270      	 0.02222222222       noNeg            -3.80666248987031
T_4949431 	 marginal      	 7100     	 6910  	 285      	 0.6666666667        noNeg            -0.405465108058164
T_2084827 	 marginal      	 9220     	 9180  	 95       	 0.4210526316        noNeg            -0.864997437436604
T_9125645 	 marginal      	 6452     	 6450  	 115      	 0.01739130435       noNeg            -4.05178494767829
T_8096400 	 marginal      	 6650     	 6600  	 40       	 1.25                noNeg            0.22314355131421
T_9214522 	 marginal      	 3320     	 3310  	 15       	 0.6666666667        noNeg            -0.405465108058164
T_685489  	 marginal      	 6815     	 6810  	 220      	 0.02272727273       noNeg            -3.78418963379825
T_6295475 	 marginal      	 7000     	 6910  	 270      	 0.3333333333        noNeg            -1.09861228876811
T_7784562 	 marginal      	 5940     	 5920  	 160      	 0.125               noNeg            -2.07944154167983
T_8547399 	 marginal      	 4600     	 4550  	 50       	 1                   noNeg            2.22044604925031e-16
T_1229446 	 marginal      	 5720     	 5700  	 40       	 0.5                 noNeg            -0.693147180559945
T_5876294 	 marginal      	 775      	 700   	 260      	 0.2884615385        noNeg            -1.24319351734588
T_7751708 	 marginal      	 1490     	 1470  	 205      	 0.09756097561       noNeg            -2.32727770558191
T_4921955 	 marginal      	 3450     	 3430  	 220      	 0.09090909091       noNeg            -2.39789527278837
T_1434309 	 marginal      	 7000     	 6980  	 25       	 0.8                 noNeg            -0.223143551314209
T_6731852 	 marginal      	 7550     	 7460  	 85       	 1.058823529         noNeg            0.05715841345106
T_5041108 	 marginal      	 775      	 730   	 65       	 0.6923076923        noNeg            -0.367724780136428
T_322226  	 marginal      	 5502     	 5490  	 60       	 0.2                 noNeg            -1.6094379124341
T_2872004 	 marginal      	 9475     	 9450  	 205      	 0.1219512195        noNeg            -2.10413415437021
T_8731071 	 marginal      	 6900     	 6860  	 350      	 0.1142857143        noNeg            -2.16905370024452
T_3392083 	 marginal      	 3400     	 3340  	 365      	 0.1643835616        noNeg            -1.80555279162706
T_8040065 	 marginal      	 10000    	 9930  	 460      	 0.152173913         noNeg            -1.88273124771949
T_2162627 	 marginal      	 5100     	 5050  	 240      	 0.2083333333        noNeg            -1.56861591807384
T_5828551 	 marginal      	 6250     	 6210  	 70       	 0.5714285714        noNeg            -0.559615787985422
T_4411108 	 marginal      	 9550     	 9520  	 85       	 0.3529411765        noNeg            -1.04145387474483
T_6607470 	 marginal      	 10440    	 10340 	 280      	 0.3571428571        noNeg            -1.02961941730116
T_3120457 	 marginal      	 2600     	 2580  	 15       	 1.333333333         noNeg            0.287682072201781
T_8249180 	 marginal      	 7110     	 7090  	 30       	 0.6666666667        noNeg            -0.405465108058164
T_1871191 	 marginal      	 6200     	 6190  	 375      	 0.02666666667       noNeg            -3.62434093285136
T_1238792 	 extra         	 3415     	 3210  	 155      	 1.322580645         noNeg            0.27958486209721
T_621983  	 extra         	 2800     	 2580  	 205      	 1.073170732         noNeg            0.0706175674866807
T_3624973 	 extra         	 9650     	 8690  	 480      	 2                   noNeg            0.693147180559945
T_5854757 	 extra         	 5500     	 5220  	 480      	 0.5833333333        noNeg            -0.538996500789829
T_4682637 	 extra         	 8100     	 7970  	 260      	 0.5                 noNeg            -0.693147180559945
T_3544269 	 extra         	 6500     	 6320  	 175      	 1.028571429         noNeg            0.0281708773833633
T_5973754 	 extra         	 8234     	 7980  	 275      	 0.9236363636        noNeg            -0.0794368306874045
T_5459593 	 extra         	 8020     	 7760  	 370      	 0.7027027027        noNeg            -0.352821374626588
T_7705264 	 extra         	 10700    	 10480 	 280      	 0.7857142857        noNeg            -0.24116205683507
T_3994527 	 extra         	 5350     	 5180  	 65       	 2.615384615         noNeg            0.961411167007566
T_3763252 	 extra         	 7290     	 6970  	 95       	 3.368421053         noNeg            1.21444410430261
T_9935785 	 extra         	 4250     	 4040  	 180      	 1.166666667         noNeg            0.154150680112973
T_1297611 	 extra         	 8755     	 8750  	 450      	 0.01111111111       noNeg            -4.49980967043025
T_7996160 	 extra         	 8000     	 7550  	 390      	 1.153846154         noNeg            0.143100843774007
T_9417467 	 extra         	 3700     	 3480  	 60       	 3.666666667         noNeg            1.29928298422117
T_4520178 	 extra         	 4300     	 4070  	 145      	 1.586206897         noNeg            0.46134556678523
T_5232774 	 extra         	 6620     	 6570  	 375      	 0.1333333333        noNeg            -2.01490302079226
T_1501401 	 extra         	 4700     	 4480  	 165      	 1.333333333         noNeg            0.287682072201781
T_2055893 	 extra         	 5600     	 5220  	 465      	 0.8172043011        noNeg            -0.201866152836661
T_4527203 	 extra         	 3700     	 3680  	 20       	 1                   noNeg            2.22044604925031e-16
T_3732611 	 extra         	 9000     	 8850  	 255      	 0.5882352941        noNeg            -0.53062825109217
T_6695238 	 extra         	 3150     	 2770  	 345      	 1.101449275         noNeg            0.0966268353601245
T_9567219 	 extra         	 2100     	 1080  	 330      	 3.090909091         noNeg            1.1284652518472
T_8498159 	 extra         	 8000     	 7930  	 470      	 0.1489361702        noNeg            -1.90423745274046
T_4580205 	 extra         	 8270     	 8260  	 35       	 0.2857142857        noNeg            -1.25276296854537
T_6294732 	 extra         	 3602     	 3430  	 430      	 0.4                 noNeg            -0.916290731874154
T_1387099 	 extra         	 4700     	 4580  	 50       	 2.4                 noNeg            0.8754687373539
T_6126585 	 extra         	 1850     	 1510  	 240      	 1.416666667         noNeg            0.34830669450351
T_7086885 	 extra         	 10500    	 9920  	 435      	 1.333333333         noNeg            0.287682072201781
T_930910  	 extra         	 8350     	 8100  	 430      	 0.5813953488        noNeg            -0.542324290889361
T_8272526 	 extra         	 5460     	 4620  	 430      	 1.953488372         noNeg            0.669616683102132
T_6680776 	 extra         	 10633    	 10270 	 350      	 1.037142857         noNeg            0.0364696796436507
T_6792825 	 extra         	 4275     	 4240  	 390      	 0.08974358974       noNeg            -2.41079867767428
T_7814100 	 extra         	 9540     	 9450  	 45       	 2                   noNeg            0.693147180559945
T_2824282 	 extra         	 2000     	 1550  	 415      	 1.084337349         noNeg            0.0809690621670006
T_2258580 	 extra         	 5020     	 5000  	 20       	 1                   noNeg            2.22044604925031e-16
T_7662548 	 extra         	 4960     	 4270  	 295      	 2.338983051         noNeg            0.849716241316703
T_9438555 	 extra         	 6100     	 5720  	 400      	 0.95                noNeg            -0.0512932943875503
T_5831496 	 extra         	 5140     	 4760  	 190      	 2                   noNeg            0.693147180559945
T_9295728 	 extra         	 4200     	 3910  	 235      	 1.234042553         noNeg            0.210295408681189
T_7641917 	 extra         	 8997     	 8870  	 470      	 0.270212766         noNeg            -1.30854560808803
T_5422152 	 extra         	 9000     	 8580  	 235      	 1.787234043         noNeg            0.580669197383255
T_3529145 	 extra         	 6900     	 5660  	 345      	 3.594202899         noNeg            1.27932224169272
T_1238792 	 record        	 4569     	 4370  	 160      	 1.24375             noNeg            0.218131009490666
T_621983  	 record        	 3830     	 3080  	 375      	 2                   noNeg            0.693147180559945
T_3624973 	 record        	 9130     	 8770  	 180      	 2                   noNeg            0.693147180559945
T_2368956 	 record        	 4350     	 4170  	 335      	 0.5373134328        noNeg            -0.621173681001522
T_5854757 	 record        	 6110     	 6010  	 50       	 2                   noNeg            0.693147180559945
T_4682637 	 record        	 6320     	 6170  	 75       	 2                   noNeg            0.693147180559945
